episode,timestep,reward
2,2000,-27.2368
4,4000,-10.6678
6,6000,-2.047
8,8000,-0.7925
10,10000,-20.5873
12,12000,-20.7158
14,14000,-17.1453
16,16000,-17.1267
18,18000,-14.3391
20,20000,-14.3171
22,22000,-19.7888
24,24000,-19.8606
26,26000,-25.8698
28,28000,-25.9605
30,30000,-20.1267
32,32000,-20.0748
34,34000,-13.2705
36,36000,-13.1839
38,38000,-6.6364
40,40000,-6.5288
42,42000,-1.7813
44,44000,-1.6849
46,46000,-5.4334
