episode,timestep,reward
29216,2448000,93.195
29245,2450000,93.1776
29273,2452000,93.1942
29302,2454000,93.2617
29331,2456000,93.2266
29360,2458000,93.2433
29389,2460000,93.3245
29418,2462000,93.2749
29446,2464000,93.2545
29475,2466000,93.2532
29504,2468000,93.2575
29533,2470000,93.2652
29562,2472000,93.185
29591,2474000,93.2788
29620,2476000,93.1906
29648,2478000,93.2063
29677,2480000,93.2705
29706,2482000,93.1789
29735,2484000,93.3518
29764,2486000,93.2798
29793,2488000,93.3019
29822,2490000,93.2534
29851,2492000,93.158
29879,2494000,93.2123
29908,2496000,93.2152
29937,2498000,93.2773
29966,2500000,93.2318
29995,2502000,93.3922
30025,2504000,93.4791
30054,2506000,93.4239
30083,2508000,93.3982
30112,2510000,93.4445
30141,2512000,93.379
30171,2514000,93.3533
30200,2516000,93.3416
30229,2518000,93.3837
30258,2520000,93.3682
30287,2522000,93.4537
30316,2524000,93.3728
30346,2526000,93.3738
30375,2528000,93.4161
30404,2530000,93.4288
30433,2532000,93.4094
30462,2534000,93.3754
30491,2536000,93.4139
30521,2538000,93.3788
30550,2540000,93.4601
30579,2542000,93.4154
30608,2544000,93.4617
30638,2546000,93.4939
30667,2548000,93.4555
30696,2550000,93.3801
30725,2552000,93.4206
30755,2554000,93.4627
30784,2556000,93.465
30813,2558000,93.3947
30842,2560000,93.4417
30871,2562000,93.4768
30900,2564000,93.3916
30930,2566000,93.428
30959,2568000,93.4161
30988,2570000,93.4641
31017,2572000,93.4401
31046,2574000,93.4523
31076,2576000,93.445
31105,2578000,93.4262
31134,2580000,93.4603
31164,2582000,93.4586
31193,2584000,93.4221
31222,2586000,93.4303
31251,2588000,93.4902
31281,2590000,93.4734
31310,2592000,93.5011
31339,2594000,93.4446
31368,2596000,93.4719
31398,2598000,93.4822
31427,2600000,93.4757
31456,2602000,93.4732
31485,2604000,93.4768
31515,2606000,93.415
31544,2608000,93.4355
31573,2610000,93.4737
31603,2612000,93.4509
31632,2614000,93.4024
31661,2616000,93.3901
31690,2618000,93.3744
31720,2620000,93.4256
31749,2622000,93.4514
31778,2624000,93.4276
31807,2626000,93.401
31836,2628000,93.3917
31866,2630000,93.4602
31895,2632000,93.4522
31924,2634000,93.4138
31954,2636000,93.4411
31983,2638000,93.4381
32012,2640000,93.4918
32041,2642000,93.4491
32071,2644000,93.4257
32100,2646000,93.4556
32129,2648000,93.4245
32159,2650000,93.4539
32188,2652000,93.4155
32217,2654000,93.428
32246,2656000,93.4453
32276,2658000,93.4508
32305,2660000,93.3982
32334,2662000,93.4716
32363,2664000,93.4399
32393,2666000,93.4315
32422,2668000,93.4559
32451,2670000,93.3844
32481,2672000,93.4658
32510,2674000,93.4153
32539,2676000,93.4163
32569,2678000,93.393
32598,2680000,93.4127
32627,2682000,93.4088
32657,2684000,93.4075
32686,2686000,93.4305
32715,2688000,93.4179
32745,2690000,93.4464
32774,2692000,93.4606
32803,2694000,93.4368
32833,2696000,93.4207
32862,2698000,93.4546
32892,2700000,93.4293
32921,2702000,93.4711
32950,2704000,93.4187
32979,2706000,93.428
33009,2708000,93.4487
33038,2710000,93.4298
33068,2712000,93.3871
33097,2714000,93.3629
33126,2716000,93.4134
33155,2718000,93.4498
33185,2720000,93.3647
33214,2722000,93.3578
33244,2724000,93.3904
33273,2726000,93.4191
33302,2728000,93.4364
33332,2730000,93.4357
33361,2732000,93.3743
33391,2734000,93.4499
33420,2736000,93.4014
33449,2738000,93.4544
33478,2740000,93.432
33508,2742000,93.405
33537,2744000,93.4829
33567,2746000,93.356
33596,2748000,93.423
33626,2750000,93.4085
33655,2752000,93.3769
33684,2754000,93.3521
33714,2756000,93.4329
33743,2758000,93.4482
33772,2760000,93.4138
33802,2762000,93.4188
33831,2764000,93.392
33861,2766000,93.3977
33890,2768000,93.4182
33919,2770000,93.3898
33949,2772000,93.3933
33978,2774000,93.3938
34007,2776000,93.4312
34037,2778000,93.4091
34066,2780000,93.3536
34095,2782000,93.4136
34124,2784000,93.4219
34154,2786000,93.3992
34183,2788000,93.4738
34212,2790000,93.4164
34242,2792000,93.4203
34271,2794000,93.364
34300,2796000,93.4176
34330,2798000,93.4171
34359,2800000,93.442
34388,2802000,93.4233
34417,2804000,93.4246
34447,2806000,93.434
34476,2808000,93.3547
34505,2810000,93.3922
34535,2812000,93.4206
34564,2814000,93.4327
34594,2816000,93.4294
34623,2818000,93.403
34652,2820000,93.3911
34682,2822000,93.384
34711,2824000,93.3779
34740,2826000,93.4097
34770,2828000,93.3471
34799,2830000,93.3896
34828,2832000,93.3838
34858,2834000,93.4186
34887,2836000,93.4241
34916,2838000,93.3378
34946,2840000,93.4053
34975,2842000,93.3511
35004,2844000,93.4522
35034,2846000,93.3743
35063,2848000,93.374
35092,2850000,93.4555
35122,2852000,93.4009
35151,2854000,93.4056
35180,2856000,93.3592
35209,2858000,93.3864
35239,2860000,93.4318
35268,2862000,93.3772
35297,2864000,93.4002
35326,2866000,93.3858
35356,2868000,93.381
35385,2870000,93.3589
35414,2872000,93.4111
35444,2874000,93.3746
35473,2876000,93.3269
35503,2878000,93.3644
35532,2880000,93.4101
35561,2882000,93.387
35591,2884000,93.3846
35620,2886000,93.3631
35650,2888000,93.3661
35679,2890000,93.3571
35708,2892000,93.4073
35738,2894000,93.4268
35767,2896000,93.4437
35797,2898000,93.3579
35826,2900000,93.416
35855,2902000,93.3888
35884,2904000,93.3685
35914,2906000,93.3919
35943,2908000,93.4161
35972,2910000,93.3765
36002,2912000,93.4279
36031,2914000,93.3813
36060,2916000,93.3566
36090,2918000,93.365
36119,2920000,93.4222
36148,2922000,93.4154
36178,2924000,93.4264
36207,2926000,93.4145
36236,2928000,93.4338
36266,2930000,93.4114
36295,2932000,93.4172
36325,2934000,93.4007
36354,2936000,93.3733
36383,2938000,93.3691
36413,2940000,93.4205
36442,2942000,93.4154
36472,2944000,93.4367
36501,2946000,93.3582
36531,2948000,93.4659
36560,2950000,93.3379
36589,2952000,93.4611
36619,2954000,93.4187
36648,2956000,93.3909
36678,2958000,93.4164
36707,2960000,93.3778
36736,2962000,93.3876
36766,2964000,93.4115
36795,2966000,93.3723
36825,2968000,93.4374
36854,2970000,93.3748
36884,2972000,93.4289
36913,2974000,93.4139
36942,2976000,93.3518
36972,2978000,93.4275
37001,2980000,93.4348
37031,2982000,93.4209
37060,2984000,93.3459
37089,2986000,93.3914
37119,2988000,93.3885
37148,2990000,93.42
37177,2992000,93.3971
37206,2994000,93.4022
37236,2996000,93.3922
37265,2998000,93.4094
37295,3000000,93.4254
